STORE_ID,DATE_ID,STORE_WEEKLY_SALES,FUEL_PRICE,STORE_TEMPERATURE,UNEMPLOYMENT,CPI,MARKDOWN1,MARKDOWN2,MARKDOWN3,MARKDOWN4,MARKDOWN5,GOLD_LOADED_AT
1,2010-08-13,1508237.76,2.692,87.00,7.787,211.6394211,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-08-20,1513080.49,2.664,86.65,7.787,211.6033633,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-08-27,1449142.92,2.619,85.22,7.787,211.5673056,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-09-03,1540163.53,2.577,81.21,7.787,211.5312479,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-09-10,1507460.69,2.565,78.69,7.787,211.4951902,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-09-17,1430378.67,2.582,82.11,7.787,211.5224596,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-09-24,1351791.03,2.624,80.94,7.787,211.5972246,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-10-01,1453329.50,2.603,71.89,7.838,211.6719895,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-10-08,1508239.93,2.633,63.93,7.838,211.7467544,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-10-15,1459409.10,2.720,67.18,7.838,211.8137436,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-10-22,1345454.00,2.725,69.86,7.838,211.8612937,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-10-29,1384209.22,2.716,69.64,7.838,211.9088438,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-11-05,1551659.28,2.689,58.74,7.838,211.9563939,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-11-12,1494479.49,2.728,59.61,7.838,212.0039440,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-11-19,1483784.18,2.771,51.41,7.838,211.8896737,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-11-26,1955624.11,2.735,64.52,7.838,211.7484333,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-12-03,1548033.78,2.708,49.27,7.838,211.6071930,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-12-10,1682614.26,2.843,46.33,7.838,211.4659526,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-12-17,1891034.93,2.869,49.84,7.838,211.4053124,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-12-24,2387950.20,2.886,52.33,7.838,211.4051222,,,,,,2026-07-13 13:10:02.082 -0700
1,2010-12-31,1367320.01,2.943,48.43,7.838,211.4049321,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-01-07,1444732.28,2.976,48.27,7.742,211.4047419,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-01-14,1391013.96,2.983,35.40,7.742,211.4574109,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-01-21,1327405.42,3.016,44.04,7.742,211.8272343,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-01-28,1316899.31,3.010,43.83,7.742,212.1970577,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-02-04,1606629.58,2.989,42.27,7.742,212.5668812,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-02-11,1649614.93,3.022,36.39,7.742,212.9367046,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-02-18,1686842.78,3.045,57.36,7.742,213.2478853,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-02-25,1456800.28,3.065,62.90,7.742,213.5356090,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-03-04,1636263.41,3.288,59.58,7.742,213.8233327,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-03-11,1553191.63,3.459,53.56,7.742,214.1110564,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-03-18,1576818.06,3.488,62.76,7.742,214.3627114,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-03-25,1541102.38,3.473,69.97,7.742,214.5999389,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-04-01,1495064.75,3.524,59.17,7.682,214.8371664,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-04-08,1614259.35,3.622,67.84,7.682,215.0743939,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-04-15,1559889.00,3.743,71.27,7.682,215.2918561,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-04-22,1564819.81,3.807,72.99,7.682,215.4599053,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-04-29,1455090.69,3.810,72.03,7.682,215.6279544,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-05-06,1629391.28,3.906,64.61,7.682,215.7960035,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-05-13,1604775.58,3.899,75.64,7.682,215.9640526,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-05-20,1428218.27,3.907,67.63,7.682,215.7339202,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-05-27,1466046.67,3.786,77.72,7.682,215.5037878,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-06-03,1635078.41,3.699,83.00,7.682,215.2736553,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-06-10,1588948.32,3.648,83.13,7.682,215.0435229,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-06-17,1532114.86,3.637,86.41,7.682,214.9980596,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-06-24,1438830.15,3.594,83.58,7.682,215.0910982,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-07-01,1488538.09,3.524,85.55,7.962,215.1841368,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-07-08,1534849.64,3.480,85.83,7.962,215.2771754,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-07-15,1455119.97,3.575,88.54,7.962,215.3611087,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-07-22,1396926.82,3.651,85.77,7.962,215.4222784,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-07-29,1352219.79,3.682,86.83,7.962,215.4834482,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-08-05,1624383.75,3.684,91.65,7.962,215.5446180,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-08-12,1525147.09,3.638,90.76,7.962,215.6057878,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-08-19,1530761.43,3.554,89.94,7.962,215.6693107,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-08-26,1464693.46,3.523,87.96,7.962,215.7332258,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-09-02,1550229.22,3.533,87.83,7.962,215.7971409,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-09-09,1540471.24,3.546,76.00,7.962,215.8610560,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-09-16,1514259.78,3.526,79.94,7.962,216.0410526,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-09-23,1380020.27,3.467,75.80,7.962,216.3758246,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-09-30,1394561.83,3.355,79.69,7.962,216.7105965,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-10-07,1630989.95,3.285,69.31,7.866,217.0453684,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-10-14,1493525.93,3.274,71.74,7.866,217.3552733,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-10-21,1502562.78,3.353,63.71,7.866,217.5159762,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-10-28,1445249.09,3.372,66.57,7.866,217.6766791,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-11-04,1697229.58,3.332,54.98,7.866,217.8373820,,,,,,2026-07-13 13:10:02.082 -0700
1,2011-11-11,1594938.89,3.297,59.11,7.866,217.9980849,10382.90,6115.67,215.07,2406.62,6551.42,2026-07-13 13:10:02.082 -0700
1,2011-11-18,1539483.70,3.308,62.25,7.866,218.2205088,6074.12,254.39,51.98,427.39,5988.57,2026-07-13 13:10:02.082 -0700
1,2011-11-25,2033320.66,3.236,60.14,7.866,218.4676211,410.31,98.00,55805.51,8.00,554.92,2026-07-13 13:10:02.082 -0700
1,2011-12-02,1584083.95,3.172,48.91,7.866,218.7147333,5629.51,68.00,1398.11,2084.64,20475.32,2026-07-13 13:10:02.082 -0700
1,2011-12-09,1799682.38,3.158,43.93,7.866,218.9618456,4640.65,19.00,105.02,3639.42,14461.82,2026-07-13 13:10:02.082 -0700
1,2011-12-16,1881176.67,3.159,51.63,7.866,219.1794533,5011.32,67.00,347.37,225.79,4011.37,2026-07-13 13:10:02.082 -0700
1,2011-12-23,2270188.99,3.112,47.96,7.866,219.3577216,2725.36,40.48,634.70,24.90,2739.43,2026-07-13 13:10:02.082 -0700
1,2011-12-30,1497462.72,3.129,44.55,7.866,219.5359898,5762.10,46011.38,260.36,983.65,4735.78,2026-07-13 13:10:02.082 -0700
1,2012-01-06,1550369.92,3.157,49.01,7.348,219.7142581,6277.39,21813.16,143.10,1450.13,8483.00,2026-07-13 13:10:02.082 -0700
1,2012-01-13,1459601.17,3.261,48.53,7.348,219.8925263,5183.29,8025.87,42.24,453.08,3719.38,2026-07-13 13:10:02.082 -0700
1,2012-01-20,1394393.84,3.268,54.11,7.348,219.9856893,4139.87,2807.19,33.88,500.62,3400.21,2026-07-13 13:10:02.082 -0700
1,2012-01-27,1319325.59,3.290,54.26,7.348,220.0788523,1164.46,1082.74,44.00,11.00,1222.19,2026-07-13 13:10:02.082 -0700
1,2012-02-03,1636339.65,3.360,56.55,7.348,220.1720153,34577.06,3579.21,160.53,32403.87,5630.40,2026-07-13 13:10:02.082 -0700
1,2012-02-10,1802477.43,3.409,48.02,7.348,220.2651783,13925.06,6927.23,101.64,8471.88,6886.04,2026-07-13 13:10:02.082 -0700
1,2012-02-17,1819870.00,3.510,45.32,7.348,220.4257586,9873.33,11062.27,9.80,8409.31,3402.66,2026-07-13 13:10:02.082 -0700
1,2012-02-24,1539387.83,3.555,57.25,7.348,220.6369020,9349.61,7556.01,3.20,1219.92,8143.59,2026-07-13 13:10:02.082 -0700
1,2012-03-02,1688420.76,3.630,60.96,7.348,220.8480454,15441.40,1569.00,10.80,25390.88,8067.61,2026-07-13 13:10:02.082 -0700
1,2012-03-09,1675431.16,3.669,58.76,7.348,221.0591887,10331.04,151.88,6.00,671.43,5509.84,2026-07-13 13:10:02.082 -0700
1,2012-03-16,1677472.78,3.734,64.74,7.348,221.2118132,4298.16,7.50,2.02,2724.65,2017.69,2026-07-13 13:10:02.082 -0700
1,2012-03-23,1511068.07,3.787,65.93,7.348,221.2864126,6118.56,9.48,4.97,426.72,3657.22,2026-07-13 13:10:02.082 -0700
1,2012-03-30,1649604.63,3.845,67.61,7.348,221.3610119,10309.58,0.50,10.25,1654.17,2642.78,2026-07-13 13:10:02.082 -0700
1,2012-04-06,1899676.88,3.891,70.43,7.143,221.4356112,10121.97,,77.98,3750.59,4510.72,2026-07-13 13:10:02.082 -0700
1,2012-04-13,1621031.70,3.891,69.07,7.143,221.5102105,6186.19,3288.69,17.07,1822.55,1063.78,2026-07-13 13:10:02.082 -0700
1,2012-04-20,1521577.87,3.877,66.76,7.143,221.5640737,2230.80,612.02,19.75,275.13,5747.10,2026-07-13 13:10:02.082 -0700
1,2012-04-27,1468928.37,3.814,67.23,7.143,221.6179368,3221.25,,35.49,577.14,6222.25,2026-07-13 13:10:02.082 -0700
1,2012-05-04,1684519.99,3.749,75.55,7.143,221.6718000,21290.13,,69.89,4977.35,3261.04,2026-07-13 13:10:02.082 -0700
1,2012-05-11,1611096.05,3.688,73.77,7.143,221.7256632,8351.40,,10.52,2443.14,3127.88,2026-07-13 13:10:02.082 -0700
1,2012-05-18,1595901.87,3.630,70.33,7.143,221.7426740,6154.14,,45.11,1675.49,5508.18,2026-07-13 13:10:02.082 -0700
1,2012-05-25,1555444.55,3.561,77.22,7.143,221.7449440,4039.39,,745.19,1429.96,3631.13,2026-07-13 13:10:02.082 -0700
1,2012-06-01,1624477.58,3.501,77.95,7.143,221.7472139,6086.21,12.00,370.51,148.75,3690.85,2026-07-13 13:10:02.082 -0700
1,2012-06-08,1697230.96,3.452,78.30,7.143,221.7494839,8813.81,116.80,64.55,2652.04,7161.91,2026-07-13 13:10:02.082 -0700
1,2012-06-15,1630607.00,3.393,79.35,7.143,221.7626421,5621.99,109.60,0.25,2420.28,3083.26,2026-07-13 13:10:02.082 -0700
1,2012-06-22,1527845.81,3.346,78.39,7.143,221.8030211,8624.56,171.25,3.05,2524.07,7063.68,2026-07-13 13:10:02.082 -0700
1,2012-06-29,1540421.49,3.286,84.88,7.143,221.8434000,3965.73,161.60,,435.99,4212.97,2026-07-13 13:10:02.082 -0700
1,2012-07-06,1769854.16,3.227,81.57,6.908,221.8837789,12218.76,94.40,192.83,4066.01,6149.04,2026-07-13 13:10:02.082 -0700
1,2012-07-13,1527014.04,3.256,77.12,6.908,221.9241579,7218.13,45.20,36.24,3909.38,2596.37,2026-07-13 13:10:02.082 -0700
1,2012-07-20,1497954.76,3.311,80.42,6.908,221.9327267,3213.00,313.72,9.53,2262.02,3228.19,2026-07-13 13:10:02.082 -0700
1,2012-07-27,1439123.71,3.407,82.66,6.908,221.9412954,7146.90,389.02,1.59,10267.54,4325.19,2026-07-13 13:10:02.082 -0700
1,2012-08-03,1631135.79,3.417,86.11,6.908,221.9498642,27584.78,119.98,30.23,12007.04,4661.71,2026-07-13 13:10:02.082 -0700
1,2012-08-10,1592409.97,3.494,85.05,6.908,221.9584329,11436.22,245.00,6.85,6964.26,4836.22,2026-07-13 13:10:02.082 -0700
1,2012-08-17,1597868.05,3.571,84.85,6.908,222.0384109,3662.06,137.86,4.84,2752.20,3446.15,2026-07-13 13:10:02.082 -0700
1,2012-08-24,1494122.38,3.620,77.66,6.908,222.1719457,6237.83,260.06,2.97,3463.03,7988.25,2026-07-13 13:10:02.082 -0700
1,2012-08-31,1582083.40,3.638,80.49,6.908,222.3054805,21442.73,102.32,21.70,13209.64,3032.96,2026-07-13 13:10:02.082 -0700
1,2012-09-07,1661767.33,3.730,83.96,6.908,222.4390153,5204.68,35.74,50.94,4120.32,2737.17,2026-07-13 13:10:02.082 -0700
1,2012-09-14,1517428.87,3.717,74.97,6.908,222.5820193,17212.52,7.00,18.79,1523.11,7992.72,2026-07-13 13:10:02.082 -0700
1,2012-09-21,1506126.06,3.721,69.87,6.908,222.7818386,6352.30,7.64,4.69,1010.06,6456.71,2026-07-13 13:10:02.082 -0700
1,2012-09-28,1437059.26,3.666,76.08,6.908,222.9816579,3666.27,7.64,1.65,1417.96,4744.28,2026-07-13 13:10:02.082 -0700
1,2012-10-05,1670785.97,3.617,68.55,6.573,223.1814772,8077.89,,18.22,3617.43,3626.14,2026-07-13 13:10:02.082 -0700
1,2012-10-12,1573072.81,3.601,62.99,6.573,223.3812965,2086.18,,8.11,602.36,5926.45,2026-07-13 13:10:02.082 -0700
1,2012-10-19,1508068.77,3.594,67.97,6.573,223.4257233,950.33,,4.93,80.25,2312.85,2026-07-13 13:10:02.082 -0700
1,2012-10-26,1493659.74,3.506,69.16,6.573,223.4442513,2585.85,31.75,6.00,1057.16,1305.01,2026-07-13 13:10:02.082 -0700
2,2010-02-05,2136989.46,2.572,40.19,8.324,210.7526053,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-02-12,2137809.50,2.548,38.49,8.324,210.8979935,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-02-19,2124451.54,2.514,39.69,8.324,210.9451605,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-02-26,1865097.27,2.561,46.10,8.324,210.9759573,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-03-05,1991013.13,2.625,47.17,8.324,211.0067542,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-03-12,1990483.78,2.667,57.56,8.324,211.0375510,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-03-19,1946070.88,2.720,54.52,8.324,210.8733316,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-03-26,1750197.81,2.732,51.26,8.324,210.6766095,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-04-02,2066187.72,2.719,63.27,8.200,210.4798874,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-04-09,1954689.21,2.770,65.41,8.200,210.2831653,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-04-16,1874957.94,2.808,68.07,8.200,210.1495463,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-04-23,1821990.93,2.795,65.11,8.200,210.1000648,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-04-30,1802450.29,2.780,66.98,8.200,210.0505833,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-05-07,2042581.71,2.835,71.28,8.200,210.0011018,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-05-14,1880752.36,2.854,73.31,8.200,209.9984585,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-05-21,1896937.10,2.826,74.83,8.200,210.2768443,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-05-28,1957113.89,2.759,81.13,8.200,210.5552301,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-06-04,2102539.93,2.705,81.81,8.200,210.8336160,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-06-11,2025538.76,2.668,83.40,8.200,211.1120018,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-06-18,2001636.96,2.637,85.81,8.200,211.1096543,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-06-25,1939927.09,2.653,86.26,8.200,210.9950134,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-07-02,2003940.64,2.669,82.74,8.099,210.8803726,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-07-09,1880902.62,2.642,82.59,8.099,210.7657317,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-07-16,1845879.79,2.623,85.32,8.099,210.7577954,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-07-23,1781717.71,2.608,87.66,8.099,210.8921319,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-07-30,1804246.16,2.640,83.49,8.099,211.0264684,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-08-06,1991909.98,2.627,89.53,8.099,211.1608049,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-08-13,1895601.05,2.692,89.05,8.099,211.2951413,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-08-20,1964335.23,2.664,88.70,8.099,211.2596586,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-08-27,1863840.49,2.619,87.12,8.099,211.2241759,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-09-03,1904608.09,2.577,81.83,8.099,211.1886931,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-09-10,1839128.83,2.565,79.09,8.099,211.1532104,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-09-17,1793903.60,2.582,82.05,8.099,211.1806415,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-09-24,1724557.22,2.624,81.79,8.099,211.2552578,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-10-01,1827440.43,2.603,69.24,8.163,211.3298742,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-10-08,1849921.44,2.633,63.19,8.163,211.4044906,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-10-15,1794355.49,2.720,65.80,8.163,211.4713286,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-10-22,1737947.64,2.725,68.50,8.163,211.5187208,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-10-29,1802755.11,2.716,66.24,8.163,211.5661131,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-11-05,1939061.41,2.689,57.85,8.163,211.6135053,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-11-12,1916812.74,2.728,59.69,8.163,211.6608975,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-11-19,1956739.17,2.771,50.81,8.163,211.5470304,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-11-26,2658725.29,2.735,62.98,8.163,211.4062867,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-12-03,2015781.27,2.708,49.33,8.163,211.2655430,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-12-10,2378726.55,2.843,45.50,8.163,211.1247993,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-12-17,2609166.75,2.869,47.55,8.163,211.0645458,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-12-24,3436007.68,2.886,49.97,8.163,211.0646599,,,,,,2026-07-13 13:10:02.082 -0700
2,2010-12-31,1750434.55,2.943,47.30,8.163,211.0647740,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-01-07,1758050.79,2.976,44.69,8.028,211.0648881,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-01-14,1744193.58,2.983,33.02,8.028,211.1176713,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-01-21,1751384.90,3.016,41.40,8.028,211.4864691,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-01-28,1695371.68,3.010,42.83,8.028,211.8552668,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-02-04,1929346.23,2.989,38.25,8.028,212.2240646,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-02-11,2168041.61,3.022,33.19,8.028,212.5928624,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-02-18,2080884.82,3.045,57.83,8.028,212.9033115,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-02-25,1833511.08,3.065,60.80,8.028,213.1904210,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-03-04,1981607.78,3.288,57.77,8.028,213.4775305,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-03-11,1879107.31,3.459,52.70,8.028,213.7646401,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-03-18,1902557.66,3.488,62.32,8.028,214.0156238,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-03-25,1766162.05,3.473,69.42,8.028,214.2521573,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-04-01,1800171.36,3.524,55.43,7.931,214.4886908,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-04-08,1847552.61,3.622,67.00,7.931,214.7252242,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-04-15,1856467.84,3.743,69.48,7.931,214.9420631,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-04-22,1886339.60,3.807,69.39,7.931,215.1096657,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-04-29,1745545.28,3.810,69.21,7.931,215.2772683,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-05-06,1837743.60,3.906,61.48,7.931,215.4448709,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-05-13,1838513.07,3.899,74.61,7.931,215.6124735,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-05-20,1688281.86,3.907,67.14,7.931,215.3834778,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-05-27,1797732.56,3.786,76.42,7.931,215.1544822,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-06-03,1933756.21,3.699,83.07,7.931,214.9254865,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-06-10,1929153.16,3.648,83.40,7.931,214.6964908,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-06-17,1953771.99,3.637,86.53,7.931,214.6513538,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-06-24,1790925.80,3.594,85.17,7.931,214.7441108,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-07-01,1866243.00,3.524,85.69,7.852,214.8368678,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-07-08,1853161.99,3.480,87.70,7.852,214.9296249,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-07-15,1785187.29,3.575,89.83,7.852,215.0134426,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-07-22,1743816.41,3.651,89.34,7.852,215.0749122,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-07-29,1680693.06,3.682,90.07,7.852,215.1363819,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-08-05,1876704.26,3.684,93.34,7.852,215.1978515,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-08-12,1812768.26,3.638,91.58,7.852,215.2593211,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-08-19,1844094.59,3.554,89.86,7.852,215.3229307,,,,,,2026-07-13 13:10:02.082 -0700
2,2011-08-26,1821139.91,3.523,90.45,7.852,215.3868970,,,,,,2026-07-13 13:10:02.082 -0700
