STORE_ID,DEPT_ID,STORE_TYPE,STORE_SIZE,GOLD_LOADED_AT
32,81,A,203007,2026-07-13 13:09:01.728 -0700
37,52,C,39910,2026-07-13 13:09:01.728 -0700
15,5,B,123737,2026-07-13 13:09:01.728 -0700
14,23,A,200898,2026-07-13 13:09:01.728 -0700
43,83,C,41062,2026-07-13 13:09:01.728 -0700
43,11,C,41062,2026-07-13 13:09:01.728 -0700
41,1,A,196321,2026-07-13 13:09:01.728 -0700
3,56,B,37392,2026-07-13 13:09:01.728 -0700
36,80,A,39910,2026-07-13 13:09:01.728 -0700
26,42,A,152513,2026-07-13 13:09:01.728 -0700
36,16,A,39910,2026-07-13 13:09:01.728 -0700
7,8,B,70713,2026-07-13 13:09:01.728 -0700
2,26,A,202307,2026-07-13 13:09:01.728 -0700
4,28,A,205863,2026-07-13 13:09:01.728 -0700
37,46,C,39910,2026-07-13 13:09:01.728 -0700
17,96,B,93188,2026-07-13 13:09:01.728 -0700
21,6,B,140167,2026-07-13 13:09:01.728 -0700
9,13,B,125833,2026-07-13 13:09:01.728 -0700
17,44,B,93188,2026-07-13 13:09:01.728 -0700
44,21,C,39910,2026-07-13 13:09:01.728 -0700
41,16,A,196321,2026-07-13 13:09:01.728 -0700
14,38,A,200898,2026-07-13 13:09:01.728 -0700
7,27,B,70713,2026-07-13 13:09:01.728 -0700
37,87,C,39910,2026-07-13 13:09:01.728 -0700
28,36,A,206302,2026-07-13 13:09:01.728 -0700
3,94,B,37392,2026-07-13 13:09:01.728 -0700
32,5,A,203007,2026-07-13 13:09:01.728 -0700
37,2,C,39910,2026-07-13 13:09:01.728 -0700
29,31,B,93638,2026-07-13 13:09:01.728 -0700
1,49,A,151315,2026-07-13 13:09:01.728 -0700
3,77,B,37392,2026-07-13 13:09:01.728 -0700
37,79,C,39910,2026-07-13 13:09:01.728 -0700
19,94,A,203819,2026-07-13 13:09:01.728 -0700
44,2,C,39910,2026-07-13 13:09:01.728 -0700
37,26,C,39910,2026-07-13 13:09:01.728 -0700
24,30,A,203819,2026-07-13 13:09:01.728 -0700
16,14,B,57197,2026-07-13 13:09:01.728 -0700
41,27,A,196321,2026-07-13 13:09:01.728 -0700
11,33,A,207499,2026-07-13 13:09:01.728 -0700
18,56,B,120653,2026-07-13 13:09:01.728 -0700
45,22,B,118221,2026-07-13 13:09:01.728 -0700
24,95,A,203819,2026-07-13 13:09:01.728 -0700
16,19,B,57197,2026-07-13 13:09:01.728 -0700
14,79,A,200898,2026-07-13 13:09:01.728 -0700
24,40,A,203819,2026-07-13 13:09:01.728 -0700
28,2,A,206302,2026-07-13 13:09:01.728 -0700
9,87,B,125833,2026-07-13 13:09:01.728 -0700
5,96,B,34875,2026-07-13 13:09:01.728 -0700
35,92,B,103681,2026-07-13 13:09:01.728 -0700
36,23,A,39910,2026-07-13 13:09:01.728 -0700
22,93,B,119557,2026-07-13 13:09:01.728 -0700
25,20,B,128107,2026-07-13 13:09:01.728 -0700
34,58,A,158114,2026-07-13 13:09:01.728 -0700
6,24,A,202505,2026-07-13 13:09:01.728 -0700
13,37,A,219622,2026-07-13 13:09:01.728 -0700
28,31,A,206302,2026-07-13 13:09:01.728 -0700
33,10,A,39690,2026-07-13 13:09:01.728 -0700
17,94,B,93188,2026-07-13 13:09:01.728 -0700
6,20,A,202505,2026-07-13 13:09:01.728 -0700
41,81,A,196321,2026-07-13 13:09:01.728 -0700
33,41,A,39690,2026-07-13 13:09:01.728 -0700
38,33,C,39690,2026-07-13 13:09:01.728 -0700
34,71,A,158114,2026-07-13 13:09:01.728 -0700
22,19,B,119557,2026-07-13 13:09:01.728 -0700
5,78,B,34875,2026-07-13 13:09:01.728 -0700
24,19,A,203819,2026-07-13 13:09:01.728 -0700
25,45,B,128107,2026-07-13 13:09:01.728 -0700
10,47,B,126512,2026-07-13 13:09:01.728 -0700
11,77,A,207499,2026-07-13 13:09:01.728 -0700
29,7,B,93638,2026-07-13 13:09:01.728 -0700
40,4,A,155083,2026-07-13 13:09:01.728 -0700
36,33,A,39910,2026-07-13 13:09:01.728 -0700
26,45,A,152513,2026-07-13 13:09:01.728 -0700
32,99,A,203007,2026-07-13 13:09:01.728 -0700
28,51,A,206302,2026-07-13 13:09:01.728 -0700
23,98,B,114533,2026-07-13 13:09:01.728 -0700
26,47,A,152513,2026-07-13 13:09:01.728 -0700
16,49,B,57197,2026-07-13 13:09:01.728 -0700
44,33,C,39910,2026-07-13 13:09:01.728 -0700
42,22,C,39690,2026-07-13 13:09:01.728 -0700
9,97,B,125833,2026-07-13 13:09:01.728 -0700
3,49,B,37392,2026-07-13 13:09:01.728 -0700
11,51,A,207499,2026-07-13 13:09:01.728 -0700
32,48,A,203007,2026-07-13 13:09:01.728 -0700
28,99,A,206302,2026-07-13 13:09:01.728 -0700
15,78,B,123737,2026-07-13 13:09:01.728 -0700
27,51,A,204184,2026-07-13 13:09:01.728 -0700
43,26,C,41062,2026-07-13 13:09:01.728 -0700
19,77,A,203819,2026-07-13 13:09:01.728 -0700
8,51,A,155078,2026-07-13 13:09:01.728 -0700
4,77,A,205863,2026-07-13 13:09:01.728 -0700
14,96,A,200898,2026-07-13 13:09:01.728 -0700
22,78,B,119557,2026-07-13 13:09:01.728 -0700
27,77,A,204184,2026-07-13 13:09:01.728 -0700
40,47,A,155083,2026-07-13 13:09:01.728 -0700
10,77,B,126512,2026-07-13 13:09:01.728 -0700
27,39,A,204184,2026-07-13 13:09:01.728 -0700
10,78,B,126512,2026-07-13 13:09:01.728 -0700
42,34,C,39690,2026-07-13 13:09:01.728 -0700
28,77,A,206302,2026-07-13 13:09:01.728 -0700
36,34,A,39910,2026-07-13 13:09:01.728 -0700
1,77,A,151315,2026-07-13 13:09:01.728 -0700
41,37,A,196321,2026-07-13 13:09:01.728 -0700
38,35,C,39690,2026-07-13 13:09:01.728 -0700
21,77,B,140167,2026-07-13 13:09:01.728 -0700
17,99,B,93188,2026-07-13 13:09:01.728 -0700
43,55,C,41062,2026-07-13 13:09:01.728 -0700
35,17,B,103681,2026-07-13 13:09:01.728 -0700
17,33,B,93188,2026-07-13 13:09:01.728 -0700
25,46,B,128107,2026-07-13 13:09:01.728 -0700
31,23,A,203750,2026-07-13 13:09:01.728 -0700
28,41,A,206302,2026-07-13 13:09:01.728 -0700
38,82,C,39690,2026-07-13 13:09:01.728 -0700
22,79,B,119557,2026-07-13 13:09:01.728 -0700
40,74,A,155083,2026-07-13 13:09:01.728 -0700
17,30,B,93188,2026-07-13 13:09:01.728 -0700
19,11,A,203819,2026-07-13 13:09:01.728 -0700
16,55,B,57197,2026-07-13 13:09:01.728 -0700
26,95,A,152513,2026-07-13 13:09:01.728 -0700
8,16,A,155078,2026-07-13 13:09:01.728 -0700
27,36,A,204184,2026-07-13 13:09:01.728 -0700
28,25,A,206302,2026-07-13 13:09:01.728 -0700
6,91,A,202505,2026-07-13 13:09:01.728 -0700
5,87,B,34875,2026-07-13 13:09:01.728 -0700
6,38,A,202505,2026-07-13 13:09:01.728 -0700
9,29,B,125833,2026-07-13 13:09:01.728 -0700
24,17,A,203819,2026-07-13 13:09:01.728 -0700
23,11,B,114533,2026-07-13 13:09:01.728 -0700
10,1,B,126512,2026-07-13 13:09:01.728 -0700
4,51,A,205863,2026-07-13 13:09:01.728 -0700
8,80,A,155078,2026-07-13 13:09:01.728 -0700
32,31,A,203007,2026-07-13 13:09:01.728 -0700
16,5,B,57197,2026-07-13 13:09:01.728 -0700
34,23,A,158114,2026-07-13 13:09:01.728 -0700
31,41,A,203750,2026-07-13 13:09:01.728 -0700
1,87,A,151315,2026-07-13 13:09:01.728 -0700
24,41,A,203819,2026-07-13 13:09:01.728 -0700
18,97,B,120653,2026-07-13 13:09:01.728 -0700
40,12,A,155083,2026-07-13 13:09:01.728 -0700
3,10,B,37392,2026-07-13 13:09:01.728 -0700
34,95,A,158114,2026-07-13 13:09:01.728 -0700
19,17,A,203819,2026-07-13 13:09:01.728 -0700
33,60,A,39690,2026-07-13 13:09:01.728 -0700
34,36,A,158114,2026-07-13 13:09:01.728 -0700
15,72,B,123737,2026-07-13 13:09:01.728 -0700
8,11,A,155078,2026-07-13 13:09:01.728 -0700
19,74,A,203819,2026-07-13 13:09:01.728 -0700
18,30,B,120653,2026-07-13 13:09:01.728 -0700
21,19,B,140167,2026-07-13 13:09:01.728 -0700
8,46,A,155078,2026-07-13 13:09:01.728 -0700
36,74,A,39910,2026-07-13 13:09:01.728 -0700
40,38,A,155083,2026-07-13 13:09:01.728 -0700
39,19,A,184109,2026-07-13 13:09:01.728 -0700
39,98,A,184109,2026-07-13 13:09:01.728 -0700
22,45,B,119557,2026-07-13 13:09:01.728 -0700
3,40,B,37392,2026-07-13 13:09:01.728 -0700
19,22,A,203819,2026-07-13 13:09:01.728 -0700
15,20,B,123737,2026-07-13 13:09:01.728 -0700
15,71,B,123737,2026-07-13 13:09:01.728 -0700
29,29,B,93638,2026-07-13 13:09:01.728 -0700
19,36,A,203819,2026-07-13 13:09:01.728 -0700
36,59,A,39910,2026-07-13 13:09:01.728 -0700
13,14,A,219622,2026-07-13 13:09:01.728 -0700
7,14,B,70713,2026-07-13 13:09:01.728 -0700
20,1,A,203742,2026-07-13 13:09:01.728 -0700
43,98,C,41062,2026-07-13 13:09:01.728 -0700
10,50,B,126512,2026-07-13 13:09:01.728 -0700
8,35,A,155078,2026-07-13 13:09:01.728 -0700
8,94,A,155078,2026-07-13 13:09:01.728 -0700
21,26,B,140167,2026-07-13 13:09:01.728 -0700
7,58,B,70713,2026-07-13 13:09:01.728 -0700
15,21,B,123737,2026-07-13 13:09:01.728 -0700
28,94,A,206302,2026-07-13 13:09:01.728 -0700
40,93,A,155083,2026-07-13 13:09:01.728 -0700
2,48,A,202307,2026-07-13 13:09:01.728 -0700
12,95,B,112238,2026-07-13 13:09:01.728 -0700
10,31,B,126512,2026-07-13 13:09:01.728 -0700
9,32,B,125833,2026-07-13 13:09:01.728 -0700
1,30,A,151315,2026-07-13 13:09:01.728 -0700
39,24,A,184109,2026-07-13 13:09:01.728 -0700
41,58,A,196321,2026-07-13 13:09:01.728 -0700
1,72,A,151315,2026-07-13 13:09:01.728 -0700
